store_id,carrier_id,commodity,volume,outage_time,delivery_time,reported_via,notes,closing_notes,cause,user_id
,,UNL,559,14:00.0,40:00.0,site,559/87  eta 8pm UPT is helping them out,Groendyke  running behind,2: Carrier Issues,
,,UNL,545,04:00.0,49:00.0,site,no supply,NULL,6: Supply Disruption,
,,UNL,600,53:44.0,23:00.0,site,no veederoot - eta    carrier made an error and scheduled the wrong store will asap,NULL,6: Supply Disruption,
,,UNL,607,23:44.0,14:00.0,phone,607 on the unl . wp is running. loading for it shortly. sales increase,carrier running behind,2: Carrier Issues,
,,UNL,595,14:00.0,07:00.0,phone,unl is 630. eta is 5am. no reason provided,NULL,2: Carrier Issues,
,,UNL,786,39:03.0,35:00.0,phone,2976 litres.,Load is scheduled for overnight delivery. Scheduled 2nd out on driver.  Time valid per Rene at westcan,2: Carrier Issues,
,,UNL,481,14:21.0,45:00.0,phone,unl is 481 no allocation,NULL,6: Supply Disruption,
,,UNL,365,45:36.0,24:00.0,site,365/87 no answer left message and sent email,NULL,6: Supply Disruption,
,,UNL,620,09:53.0,55:00.0,PHONE,620/unl.. called kag eta 45 min.. unknown reason on outage..rc,NULL,6: Supply Disruption,
,,UNL,398,01:00.0,21:09.0,ATG REVIEW,NULL,NULL,6: Supply Disruption,
,,UNL,439,16:00.0,00:00.0,ATG REVIEW,NULL,NULL,6: Supply Disruption,
,,UNL,530,18:00.0,57:00.0,ATG REVIEW,NULL,NULL,6: Supply Disruption,
,,UNL,474,30:00.0,10:00.0,ATG REVIEW,NULL,NULL,6: Supply Disruption,
,,UNL,434,07:00.0,31:00.0,ATG REVIEW,NULL,NULL,6: Supply Disruption,
,,UNL,534,00:00.0,55:00.0,ATG REVIEW,NULL,NULL,6: Supply Disruption,
,,DSL,358,13:00.0,45:00.0,ATG REVIEW,NULL,NULL,6: Supply Disruption,
,,UNL,726,39:00.0,07:00.0,email,"As you know tank 2 is not working which has 17k litre gas in it. Albert guy tried to repair the pump but could’t do it on Friday. He is coming on Monday with more manpower  to fix it.   I ran out of gas now- no gas in tank 1,  called for delivery which is on our way by today’s afternoon. Until then our pump will be off.",Albert guy tried to repair the pump but could’t do it on Friday. He is coming on Monday with more manpower  to fix it.   Time valid per ATG,8: Maintenance,
,,UNL,707,15:00.0,40:00.0,ATG REVIEW,NULL,NULL,6: Supply Disruption,
,,UNL,513,01:00.0,55:00.0,ATG REVIEW,NULL,NULL,6: Supply Disruption,
,,UNL,267,05:00.0,45:00.0,ATG REVIEW,NULL,NULL,2: Carrier Issues,
,,UNL,329,22:00.0,18:00.0,ATG REVIEW,NULL,NULL,2: Carrier Issues,
,,UNL,421,01:00.0,14:00.0,ATG REVIEW,NULL,NULL,6: Supply Disruption,
,,UNL,400,30:00.0,43:00.0,ATG REVIEW,NULL,NULL,6: Supply Disruption,
,,UNL,329,25:00.0,26:00.0,ATG REVIEW,NULL,NULL,6: Supply Disruption,
,,UNL,361,11:00.0,13:00.0,ATG REVIEW,NULL,NULL,6: Supply Disruption,
,,UNL,382,04:00.0,11:00.0,atg review,NULL,NULL,6: Supply Disruption,
,,UNL,311,08:00.0,20:00.0,ATG REVIEW,NULL,NULL,6: Supply Disruption,
,,UNL,537,11:00.0,10:00.0,ATG REVIEW,NULL,NULL,6: Supply Disruption,
,,UNL,284,09:00.0,10:00.0,ATG REVIEW,NULL,NULL,6: Supply Disruption,
,,UNL,500,07:00.0,47:00.0,site,14 inches  eta anytime he is in Boone,Carrier fell behind.,2: Carrier Issues,
,,UNL,433,00:00.0,54:00.0,ATG REVIEW,NULL,NULL,6: Supply Disruption,
,,UNL,1046,10:00.0,11:00.0,email,emailed run out report  Tank 1 9417 Litres  Tank 2 3962 Litres,"Carrier error, no reason given  Time valid per report",2: Carrier Issues,
,,UNL,312,26:00.0,34:00.0,ATG REVIEW,NULL,NULL,6: Supply Disruption,
,,UNL,421,07:00.0,27:00.0,ATG REVIEW,NULL,NULL,6: Supply Disruption,
,,UNL,465,01:00.0,20:00.0,ATG REVIEW,NULL,NULL,6: Supply Disruption,
,,UNL,303,29:00.0,51:00.0,ATG REVIEW,NULL,NULL,6: Supply Disruption,
,,UNL,370,13:00.0,08:00.0,ATG REVIEW,NULL,NULL,6: Supply Disruption,
,,UNL,398,22:00.0,23:00.0,ATG REVIEW,NULL,NULL,6: Supply Disruption,
,,UNL,365,29:00.0,52:00.0,phone,unl is 365 only one rack up,NULL,6: Supply Disruption,
,,UNL,500,24:00.0,40:00.0,Phone,Store rep called reported outage for UNL.   JN,NULL,6: Supply Disruption,
,,UNL,905,47:10.0,48:00.0,Phone call,"Emailed Carrier for ETA since 6 hours ago, yet to receive ETA and as of now the site is out of UNL.   JN",NULL,2: Carrier Issues,
,,UNL,413,51:13.0,20:00.0,phone,unl is 413. houston market has been tough. eta one hpour,NULL,6: Supply Disruption,
,,UNL,516,13:23.0,51:00.0,phone,unl is 516. coastal is not answering,NULL,6: Supply Disruption,
,,UNL,714,45:00.0,55:30.0,email,We run out of regular fuel at 4.45pm and down graded the supreme to the price of regular Please delivery needed,Waiting for info from carrier  Time valid per ATG,2: Carrier Issues,
,,UNL,700,02:00.0,40:00.0,email,run out report,Lines at terminal   time valid per dealer/ ATG,18: Terminal Issue,
,,UNL,1015,39:00.0,51:00.0,email,3845l/ 1015g,Time valid per ATG,20: Allocation,
,,UNL,631,15:00.0,00:00.0,email,3342/ 2392,carrier error pending carrier response  time valid per report,2: Carrier Issues,
,,UNL,600,58:00.0,45:00.0,email,no volume reported,Carrier error pending carrier response  Time valid per runout report,2: Carrier Issues,
,,UNL,370,13:00.0,08:00.0,ATG REVIEW,NULL,NULL,6: Supply Disruption,
,,UNL,398,04:00.0,42:00.0,ATG REVIEW,NULL,NULL,6: Supply Disruption,
,,UNL,376,35:00.0,19:00.0,ATG REVIEW,NULL,NULL,6: Supply Disruption,
,,UNL,475,07:00.0,54:00.0,ATG REVIEW,NULL,NULL,6: Supply Disruption,
,,UNL,300,06:00.0,38:00.0,ATG REVIEW,NULL,NULL,6: Supply Disruption,
,,UNL,483,53:00.0,03:00.0,ATG REVIEW,NULL,NULL,6: Supply Disruption,
,,UNL,394,05:00.0,27:00.0,ATG REVIEW,NULL,NULL,6: Supply Disruption,
,,UNL,491,35:00.0,02:00.0,Supply Team,491 gallons,Driver shortage,2: Carrier Issues,
,,UNL,389,05:00.0,51:00.0,ATG REVIEW,NULL,NULL,6: Supply Disruption,
,,UNL,482,04:00.0,02:00.0,Supply Team,482 gallons,Carrier informed us that they did not have the capacity to service our site.,2: Carrier Issues,
,,UNL,657,09:00.0,12:00.0,Supply Team,NULL,no additional notes from carrier,2: Carrier Issues,
,,UNL,571,10:00.0,39:00.0,ATG review,571 gallons. OUT,no notes from carrier regarding outage,2: Carrier Issues,
,,UNL,570,11:00.0,16:00.0,Supply Team,570 gallons,no additional notes from carrier,2: Carrier Issues,
,,UNL,1058,00:00.0,00:00.0,email,"no volume reported,",Time valid per run out report and ATG,20: Allocation,
,,UNL,0,20:00.0,35:00.0,email,We  runout regular fuel at 12:20 pm on Nov 06 2017 so we start selling supreme plus as regular price until we got delivery.  We received delivery at 12:35 pm,"Carrier error, no reason given  Time valid per run out report",2: Carrier Issues,
,,UNL,412,00:00.0,22:00.0,phone,unl is 545. mag was shut down.,NULL,6: Supply Disruption,
,,DSL,9,08:31.0,40:00.0,site via phones,"out of Dsl 9"" - bad stick readings, no eta, Solar will add to boards.","out of Dsl 9"" - bad stick readings, no eta, Solar will add to boards.  Time valid per Solar",1: Bad Sticks,
,,UNL,522,00:52.0,25:00.0,site called in,Site is not pumping any UNL or PNL. Carrier said the driver should be on site 40 minutes to 1 hour.,NULL,6: Supply Disruption,
,,UNL,635,00:00.0,24:00.0,ATG REVIEW,NULL,NULL,6: Supply Disruption,
,,UNL,448,01:00.0,24:00.0,ATG REVIEW,NULL,NULL,6: Supply Disruption,
,,UNL,437,08:00.0,29:00.0,ATG REVIEW,NULL,NULL,6: Supply Disruption,
,,UNL,309,23:00.0,48:00.0,ATG REVIEW,NULL,NULL,6: Supply Disruption,
,,DSL,750,17:41.0,00:00.0,site,no diesel until 11pm,allocation came back up after midnight,6: Supply Disruption,
,,UNL,371,27:00.0,11:00.0,ATG REVIEW,NULL,NULL,6: Supply Disruption,
,,UNL,421,15:00.0,36:00.0,ATG REVIEW,NULL,NULL,2: Carrier Issues,
,,UNL,531,19:57.0,00:00.0,phone,unl is 531. no reason provided...SITE HAS ATG...NO KNOWN ISSUES,NULL,2: Carrier Issues,
,,UNL,536,22:54.0,50:00.0,site,CWC helping for a while - driver should be there anytime,running behind,2: Carrier Issues,
,,UNL,521,21:35.0,00:00.0,site,521 / 87  long lines and short drivers  - eta sometime tonight,NULL,2: Carrier Issues,
,,UNL,511,01:00.0,54:00.0,ATG REVIEW,NULL,NULL,6: Supply Disruption,
,,UNL,607,03:46.0,26:00.0,site,607/87  eta about an hour  -  Arizona having issues with product slowing drivers down,tight on product,6: Supply Disruption,
,,UNL,655,09:00.0,45:00.0,phone,unl is 682 two main terminals down,NULL,6: Supply Disruption,
,,UNL,301,41:38.0,17:00.0,phone,301 on the unl no reason provided,no additional notes from carrier.,2: Carrier Issues,
,,UNL,177,24:00.0,21:00.0,phone,site called in out of fuel 176 on the unl. carrier did not answer phone,NULL,6: Supply Disruption,
,,UNL,315,15:38.0,38:00.0,site,316/87  carrier had it going later?  dispatcher wasn't sure why....eta pending,pulled over for a 2 hour DOT inspection.  Would have made delivery on time,2: Carrier Issues,
,,UNL,651,36:11.0,53:11.0,phone,unl is at 651,NULL,2: Carrier Issues,
,,UNL,704,48:44.0,53:00.0,site,wasn't sure what Seaboard to choose....stopped at 8254 liters- eta 6am or sooner  T1 - unl - 2668l/ 704g,Time valid per ATG,20: Allocation,
,,UNL,684,22:00.0,09:00.0,site,6 inches sometime in the am,NULL,6: Supply Disruption,
,,UNL,867,44:00.0,03:00.0,email,I tried to call delivery but no answer. Don’t know when they are going to deliver the gas. I drop the super for the regular price,No product available per carrier  Time valid per run out report,20: Allocation,
,,UNL,400,50:25.0,05:00.0,Phone,No Supply in Dallas - Carrier running to Cattle Mill terminal 90 minutes extra drive time.,NULL,6: Supply Disruption,
,,UNL,763,40:47.0,00:00.0,Phone,NULL,carrier running behind due to supply issues over the weekend,6: Supply Disruption,
,,UNL,281,19:00.0,38:49.0,Voicemail,No reason provided by carrier,Time valid per voicemail,4: Dealer Order Error,
,,UNL,108,04:00.0,20:00.0,ATG REVIEW,NULL,NULL,6: Supply Disruption,
,,UNL,132,09:00.0,52:00.0,ATG REVIEW,NULL,NULL,6: Supply Disruption,
,,UNL,676,00:00.0,28:00.0,email,7:00 am Low Fuel Warning  Supreme changed from 126.9 to 111.9  T1 TC Volume 2559  T2 TC Volume 2800,IOL allocation  Time valid per ATG and report,20: Allocation,
,,UNL,389,09:00.0,57:00.0,ATG REVIEW,NULL,NULL,6: Supply Disruption,
,,UNL,649,42:00.0,05:00.0,email,run out report 2460l,long lines per carrier  Time valid per ATG,18: Terminal Issue,
,,UNL,379,45:00.0,38:00.0,ATG REVIEW,NULL,NULL,6: Supply Disruption,
,,UNL,398,20:00.0,42:00.0,Voicemail,"no reason provided by carrier, VM left day prior not addressed by CC",NULL,6: Supply Disruption,
,,UNL,439,13:00.0,42:00.0,ATG REVIEW,NULL,NULL,6: Supply Disruption,
,,UNL,426,27:00.0,30:00.0,ATG PORTAL,NULL,NULL,6: Supply Disruption,
,,UNL,537,06:00.0,57:00.0,ATG REVIEW,NULL,NULL,6: Supply Disruption,
,,UNL,434,26:00.0,27:00.0,ATG REVIEW,NULL,NULL,6: Supply Disruption,
,,UNL,397,04:00.0,28:00.0,ATG REVIEW,NULL,NULL,6: Supply Disruption,
,,UNL,498,06:00.0,29:00.0,ATG REVIEW,NULL,NULL,6: Supply Disruption,
,,UNL,456,04:00.0,16:00.0,ATG REVIEW,NULL,NULL,6: Supply Disruption,
,,UNL,540,14:00.0,33:00.0,atg review,NULL,NULL,6: Supply Disruption,
,,UNL,708,08:00.0,33:00.0,ATG REVIEW,NULL,NULL,6: Supply Disruption,
,,UNL,380,15:00.0,28:00.0,ATG REVIEW,NULL,NULL,6: Supply Disruption,
,,UNL,441,12:00.0,07:00.0,ATG REVIEW,NULL,NULL,6: Supply Disruption,
,,UNL,272,48:00.0,27:00.0,ATG REVIEW,NULL,NULL,6: Supply Disruption,
,,UNL,421,24:00.0,04:00.0,ATG REVIEW,NULL,NULL,6: Supply Disruption,
,,UNL,584,18:00.0,59:00.0,ATG REVIEW,NULL,NULL,6: Supply Disruption,
,,UNL,385,40:00.0,15:00.0,ATG REVIEW,NULL,NULL,6: Supply Disruption,
,,UNL,302,38:00.0,10:00.0,ATG REVIEW,NULL,NULL,6: Supply Disruption,
,,UNL,483,28:00.0,48:00.0,ATG REVIEW,NULL,NULL,6: Supply Disruption,
,,UNL,399,15:00.0,32:00.0,ATG REVIEW,NULL,NULL,6: Supply Disruption,
,,UNL,595,10:00.0,56:15.0,email,"no volume given, eta 1.5 hr  u - 2255/ 2104",Terminal delay per carrier  Time valid per Run out report,18: Terminal Issue,
,,UNL,470,33:00.0,58:00.0,ATG REVIEW,NULL,NULL,2: Carrier Issues,
,,UNL,363,14:00.0,14:00.0,site called in,"Driver is loaded, has to go to the yard to give to another driver. ETA-by 5pm.",NULL,6: Supply Disruption,
,,DSL,695,15:00.0,40:00.0,ATG REVIEW,NULL,NULL,6: Supply Disruption,
,,DSL,493,43:00.0,36:00.0,ATG REVIEW,NULL,NULL,2: Carrier Issues,
,,UNL,313,12:00.0,03:00.0,ATG REVIEW,NULL,NULL,6: Supply Disruption,
,,UNL,390,02:00.0,03:00.0,ATG REVIEW,NULL,NULL,6: Supply Disruption,
,,UNL,180,00:48.0,53:00.0,site called in,Site ran out of UNL. Carrier said driver will be loading at 4:45pm and be on site between 5:30-6pm,Site sales up per site  Time valid per ATG,3: Unpredictable Sales,
,,DSL,408,00:10.0,45:00.0,site called,dsl outage at 7.5 inches; ETA is 30-40mins.,out due to carrier falling behind because of allocation,6: Supply Disruption,
,,UNL,907,16:30.0,15:00.0,14:15,907/919  eta 2 hours  driver will be in shortly,out due to carrier running behind due to being very tight on product through and whole weekend,6: Supply Disruption,
,,UNL,1143,30:00.0,25:00.0,site,1129/87  in route should be there anytime,"Appears unit is shutting tanks down when low level alarms went off.    Tank had 14.45"" in the tank at time of delivery.    Unleaded tanks set to cut off at 6-9 inches depending on tilt of the tank.",15: Unnecessary Shut Down,
,,UNL,300,40:50.0,06:00.0,site,not sure because veederoot has been down for days- eta about 2 hours,no sticks entered or provided by site upon requests,1: Bad Sticks,
,,UNL,441,42:07.0,37:07.0,site,872 regular 1033 premium  no readings for several days - eta pending,NULL,2: Carrier Issues,
,,UNL,7,38:04.0,02:00.0,site,7 inches,"sales up, possibly selling cheap.  Time valid per TMW.",3: Unpredictable Sales,
,,UNL,571,54:17.0,42:00.0,csr,"csr clld in out of reg/571 gallons, clld PTL and talked w/Clark eta approx 7pm   unknown reason for out at this time",no additional notes from carrier,2: Carrier Issues,
,,UNL,656,13:00.0,57:00.0,csr,"csr clld in out of reg/667 gallons called Mission and talked w/Sara out due to no allocation driver has to driver approx 100 miles to next terminal to load, no eta at this time site is on the board for delivery.",NULL,6: Supply Disruption,
,,UNL,187,12:00.0,31:00.0,csr,"csr clld in out of reg/187 gallons, clld Mission and talked w/Sara eta approx 2 hrs  out due to allocation issues in TX driver has to driver approx 100miles to pull",NULL,6: Supply Disruption,
,,UNL,527,27:33.0,00:00.0,site,527/543  allocation and very long lines  eta several hours...DO NOT SEE ANY ADVISEMENT FROM CARRIER ON ISSUES...SITE HAS TWO REGULAR TANKS AND ATG,NULL,2: Carrier Issues,
,,UNL,449,29:21.0,00:00.0,site,510/511 allocation and long lines eta 2 hours... I FIND NO ADVISEMENT BY CARRIER OF ANY ISSUES...SITE HAS ATG AND TWO REGULAR TANKS,NULL,2: Carrier Issues,
,,UNL,304,13:00.0,00:00.0,csr,"csr clld in out of reg/304 gallons, called TTE and talked w/David eta approx 2.5hrs, driver en route, out due to terminal issues/allocation and drivers having to driver approx 100 miles to next terminal to load.",NULL,6: Supply Disruption,
,,UNL,513,19:00.0,32:00.0,csr,"csr clld in out of reg/400 gallons, clld TTE and talked w/David eta approx 2am out due to no allocation",NULL,6: Supply Disruption,
,,UNL,598,29:00.0,11:35.0,csr,"site called in out of reg/598 gallons, this was left on vc mssg, site has since recv'd load at 8:33pm",They said allocation would be back around 9 or 10 PM.,20: Allocation,
,,UNL,383,57:38.0,30:00.0,site,383/87 this is one of 7 loads that another carrier is covering but I wasn't able to find who has this load tonight.  Site says they run out every day.,NULL,2: Carrier Issues,
,,DSL,309,16:18.0,38:00.0,csr,"csr clld in out of dsl 309/456 gallons, clld Dupre and talked w/Zach eta approx 4 am possibly sooner , out due to shortage of drivers",carrier short drivers,2: Carrier Issues,
,,UNL,462,28:00.0,23:00.0,csr,"csr clld in out of reg/462 gallons, low pnl/1510 gallons and dsl/4965 gallons, clld TTE and talked w/James eta approx 10am, out is due to terminal issues no allocation/product and the driver has to driver approx 140 miles loading and transp",NULL,6: Supply Disruption,
,,UNL,261,28:38.0,07:00.0,csr,"csr clld in out of reg/261 gallons, clld Florida Rock and talked w/Larry the load is a missed delivery due to FR error, eta now is approx 2.5hrs, this is on the first out AM driver","Carrier error, missed load when planning shifts.",2: Carrier Issues,
,,UNL,406,00:00.0,33:00.0,csr,"csr called in out of reg 430/420 gallons, called Mission and talked w/Sammy due to terminal issues and long travel time to Cato all Dallas load delayed this site has not yet been dispatched but she is going to try and put on drier asap",NULL,6: Supply Disruption,
,,UNL,293,00:00.0,43:00.0,csr,"csr clld in out of reg/250 gallons, called TTE and talked w/William eta approx noon  carrier backed up due to down a terminal all day yesterday driver had to driver 100 miles to back up terminal and now they have fallen behind.",NULL,6: Supply Disruption,
,,UNL,1616,23:00.0,43:00.0,email,Run out report 6120l/ 1616g,"Delays at terminal,   Time valid per report and ATG",18: Terminal Issue,
,,UNL,339,45:00.0,39:00.0,Phone,Running behind,NULL,6: Supply Disruption,
,,UNL,708,21:00.0,02:00.0,site via phone,out of 87/732 - Terminal Issues 11/7 - catching up after terminal came back up,out of 87/732 - Terminal Issues 11/7 - catching up after terminal came back up,6: Supply Disruption,
,,PNL,134,06:42.0,30:00.0,mgr,out due to probe out and site not sending in reading on this tank,out due to probe out and site not sending in reading on this tank,8: Maintenance,
,,UNL,406,24:00.0,30:00.0,ATG REVIEW,NULL,NULL,6: Supply Disruption,
,,UNL,397,45:00.0,58:00.0,ATG REVIEW,NULL,NULL,6: Supply Disruption,
,,DSL,476,14:00.0,23:00.0,ATG REVIEW,NULL,NULL,6: Supply Disruption,
,,UNL,455,16:00.0,28:00.0,ATG REVIEW,NULL,NULL,6: Supply Disruption,
,,UNL,384,23:00.0,17:00.0,ATG REVIEW,NULL,NULL,6: Supply Disruption,
,,UNL,464,25:00.0,26:00.0,ATG REVIEW,NULL,NULL,6: Supply Disruption,
,,UNL,631,21:00.0,23:00.0,ATG REVIEW,NULL,NULL,6: Supply Disruption,
,,UNL,545,10:00.0,03:00.0,ATG REVIEW,NULL,NULL,6: Supply Disruption,
,,UNL,388,39:00.0,05:00.0,ATG REVIEW,NULL,NULL,6: Supply Disruption,
,,UNL,400,45:00.0,05:00.0,ATG REVIEW,NULL,NULL,6: Supply Disruption,
,,UNL,382,18:00.0,31:00.0,ATG REVIEW,NULL,NULL,6: Supply Disruption,
,,UNL,405,11:00.0,59:00.0,ATG REVIEW,NULL,NULL,6: Supply Disruption,
,,UNL,479,03:00.0,36:00.0,ATG REVIEW,NULL,NULL,6: Supply Disruption,
,,UNL,283,07:00.0,21:00.0,ATG REVIEW,NULL,NULL,6: Supply Disruption,
